,TR2144|c0_g1_i1,GO:0032550,atp-dependent zinc metalloprotease ftsh chloroplastic-like isoform x1,,,,,,
,TR37600|c7_g2_i10,GO:0044425,zinc induced facilitator-like 1 isoform 3,,,,,,
,TR37600|c7_g2_i10,GO:0044763,zinc induced facilitator-like 1 isoform 3,,,,,,
,TR37608|c7_g1_i3,GO:0009085,aspartokinase chloroplastic-like isoform x3,,,,,,
,TR37608|c7_g1_i3,GO:0031406,aspartokinase chloroplastic-like isoform x3,,,,,,
,TR37608|c7_g1_i3,GO:0006796,aspartokinase chloroplastic-like isoform x3,,,,,,
,TR37608|c7_g1_i3,GO:0016774,aspartokinase chloroplastic-like isoform x3,,,,,,
,TR37641|c5_g1_i1,GO:0015718,sodium-bile acid,,,,,,
,TR37641|c5_g1_i1,GO:0005343,sodium-bile acid,,,,,,
,TR37641|c5_g1_i1,GO:0030001,sodium-bile acid,,,,,,
,TR37653|c2_g1_i1,GO:0004175,atp-dependent zinc metalloprotease ftsh chloroplastic,,,,,,
,TR37653|c2_g1_i1,GO:0044257,atp-dependent zinc metalloprotease ftsh chloroplastic,,,,,,
,TR37653|c2_g1_i1,GO:0032550,atp-dependent zinc metalloprotease ftsh chloroplastic,,,,,,
,TR37653|c2_g1_i1,GO:0003006,atp-dependent zinc metalloprotease ftsh chloroplastic,,,,,,
,TR37653|c2_g1_i1,GO:0044434,atp-dependent zinc metalloprotease ftsh chloroplastic,,,,,,
,TR37653|c2_g1_i1,GO:0044425,atp-dependent zinc metalloprotease ftsh chloroplastic,,,,,,
,TR37653|c2_g1_i1,GO:0043169,atp-dependent zinc metalloprotease ftsh chloroplastic,,,,,,
,TR37653|c2_g1_i1,GO:0009154,atp-dependent zinc metalloprotease ftsh chloroplastic,,,,,,
,TR37653|c2_g1_i1,GO:0009657,atp-dependent zinc metalloprotease ftsh chloroplastic,,,,,,
,TR37653|c2_g1_i1,GO:0042623,atp-dependent zinc metalloprotease ftsh chloroplastic,,,,,,
,TR37653|c2_g1_i1,GO:0009526,atp-dependent zinc metalloprotease ftsh chloroplastic,,,,,,
,TR37677|c6_g4_i1,GO:0046906,fatty acid,,,,,,
,TR37677|c6_g4_i1,GO:0046914,fatty acid,,,,,,
,TR37677|c6_g4_i1,GO:0016705,fatty acid,,,,,,
,TR37677|c6_g4_i1,GO:0006631,fatty acid,,,,,,
,TR37689|c5_g1_i2,GO:0000229,uncharacterized protein loc102620035,,,,,,
,TR37689|c5_g1_i2,GO:0009536,uncharacterized protein loc102620035,,,,,,
,TR37689|c5_g1_i2,GO:0044699,uncharacterized protein loc102620035,,,,,,
,TR37689|c5_g1_i2,GO:0006355,uncharacterized protein loc102620035,,,,,,
,TR37695|c5_g1_i4,GO:0031461,wd-repeat isoform partial,,,,,,
,TR37695|c5_g1_i4,GO:0051093,wd-repeat isoform partial,,,,,,
,TR37703|c2_g1_i3,GO:0048532,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0009639,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0009756,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0003006,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0016571,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0010468,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0048580,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0019827,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0034645,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0032446,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0010219,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0006163,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0010876,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0044444,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0006405,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37703|c2_g1_i3,GO:0016274,protein arginine n-methyltransferase -like isoform x1,,,,,,
,TR37714|c3_g4_i14,GO:0006796,serine threonine-protein kinase pbs1 isoform 1,,,,,,
,TR37714|c3_g4_i14,GO:0004672,serine threonine-protein kinase pbs1 isoform 1,,,,,,
,TR37724|c9_g1_i3,GO:0003676,chromatin remodeling complex subunit isoform 1,,,,,,
,TR37724|c9_g1_i3,GO:0032550,chromatin remodeling complex subunit isoform 1,,,,,,
,TR37728|c2_g2_i4,GO:0016830,dna photolyase family protein isoform 2,,,,,,
,TR37728|c2_g2_i4,GO:0006259,dna photolyase family protein isoform 2,,,,,,
,TR37752|c5_g4_i1,GO:0032550,proline-rich receptor-like protein kinase perk1,,,,,,
,TR37752|c5_g4_i1,GO:0004672,proline-rich receptor-like protein kinase perk1,,,,,,
,TR37752|c5_g4_i1,GO:0001558,proline-rich receptor-like protein kinase perk1,,,,,,
,TR37752|c5_g4_i1,GO:0006464,proline-rich receptor-like protein kinase perk1,,,,,,
,TR37752|c5_g4_i1,GO:0044425,proline-rich receptor-like protein kinase perk1,,,,,,
,TR37752|c5_g4_i1,GO:0006796,proline-rich receptor-like protein kinase perk1,,,,,,
,TR37759|c2_g2_i2,GO:0016746,uncharacterized acetyltransferase at3g50280-like,,,,,,
,TR37793|c3_g1_i2,GO:0043231,protein chloroplastic-like,,,,,,
,TR37793|c3_g1_i2,GO:0044763,protein chloroplastic-like,,,,,,
,TR37793|c3_g1_i2,GO:1901564,protein chloroplastic-like,,,,,,
,TR37793|c3_g1_i2,GO:0046914,protein chloroplastic-like,,,,,,
,TR37793|c3_g1_i2,GO:0000338,protein chloroplastic-like,,,,,,
,TR37793|c3_g1_i2,GO:0007000,protein chloroplastic-like,,,,,,
,TR37793|c3_g1_i2,GO:0050794,protein chloroplastic-like,,,,,,
,TR37793|c3_g1_i2,GO:0006886,protein chloroplastic-like,,,,,,
,TR37793|c3_g1_i2,GO:0009639,protein chloroplastic-like,,,,,,
,TR37793|c3_g1_i2,GO:0048037,protein chloroplastic-like,,,,,,
,TR37793|c3_g1_i2,GO:0009793,protein chloroplastic-like,,,,,,
,TR37797|c0_g1_i1,GO:0006865,amino acid,,,,,,
,TR37797|c0_g1_i1,GO:0044425,amino acid,,,,,,
,TR37797|c0_g1_i1,GO:0046943,amino acid,,,,,,
,TR37838|c3_g1_i7,GO:0015291,dna-damage-inducible protein,,,,,,
,TR37838|c3_g1_i7,GO:0044425,dna-damage-inducible protein,,,,,,
,TR37838|c3_g1_i7,GO:0015893,dna-damage-inducible protein,,,,,,
,TR37838|c3_g1_i7,GO:0044763,dna-damage-inducible protein,,,,,,
,TR37872|c1_g1_i2,GO:0005875,armadillo beta-catenin repeat family protein kinesin motor family protein isoform 1,,,,,,
,TR37872|c1_g1_i2,GO:0015631,armadillo beta-catenin repeat family protein kinesin motor family protein isoform 1,,,,,,
,TR37872|c1_g1_i2,GO:0007017,armadillo beta-catenin repeat family protein kinesin motor family protein isoform 1,,,,,,
,TR37872|c1_g1_i2,GO:0003774,armadillo beta-catenin repeat family protein kinesin motor family protein isoform 1,,,,,,
,TR37872|c1_g1_i2,GO:0032550,armadillo beta-catenin repeat family protein kinesin motor family protein isoform 1,,,,,,
,TR37875|c6_g1_i5,GO:0032989,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0032550,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0016020,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0043231,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0040007,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0035966,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0006090,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0006605,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0043094,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0006996,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0016192,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0006970,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0010038,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0019941,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0042044,gtp-binding protein sar1a,,,,,,
,TR37875|c6_g1_i5,GO:0043248,gtp-binding protein sar1a,,,,,,
,TR37887|c3_g2_i4,GO:0044710,flavonoid 3 -monooxygenase-like,,,,,,
,TR37887|c3_g2_i4,GO:0046914,flavonoid 3 -monooxygenase-like,,,,,,
,TR37887|c3_g2_i4,GO:0016491,flavonoid 3 -monooxygenase-like,,,,,,
,TR37887|c3_g2_i4,GO:0046906,flavonoid 3 -monooxygenase-like,,,,,,
,TR37931|c1_g2_i6,GO:0044425,unnamed protein product [Vitis vinifera],,,,,,
,TR37931|c1_g2_i6,GO:0044763,unnamed protein product [Vitis vinifera],,,,,,
,TR37932|c7_g2_i1,GO:0044425,nodulin-like major facilitator superfamily protein,,,,,,
,TR37932|c7_g2_i1,GO:0044763,nodulin-like major facilitator superfamily protein,,,,,,
,TR37936|c8_g1_i1,GO:0019941,ubiquitin carboxyl-terminal hydrolase 8-like,,,,,,
,TR37936|c8_g1_i1,GO:0016790,ubiquitin carboxyl-terminal hydrolase 8-like,,,,,,
,TR37936|c8_g1_i1,GO:0070011,ubiquitin carboxyl-terminal hydrolase 8-like,,,,,,
,TR37946|c1_g1_i1,GO:0048532,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0009536,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0001101,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0032550,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0009639,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0009793,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0009756,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0048827,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0048580,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0051726,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0032446,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0009409,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0010876,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37946|c1_g1_i1,GO:0006221,pentatricopeptide repeat-containing protein at3g49240-like,,,,,,
,TR37950|c12_g1_i2,GO:0031406,bifunctional aspartokinase homoserine dehydrogenase chloroplastic-like isoform x2,,,,,,
,TR37950|c12_g1_i2,GO:0006796,bifunctional aspartokinase homoserine dehydrogenase chloroplastic-like isoform x2,,,,,,
,TR37950|c12_g1_i2,GO:0016774,bifunctional aspartokinase homoserine dehydrogenase chloroplastic-like isoform x2,,,,,,
,TR37950|c12_g1_i2,GO:0006520,bifunctional aspartokinase homoserine dehydrogenase chloroplastic-like isoform x2,,,,,,
,TR37950|c12_g1_i2,GO:0000166,bifunctional aspartokinase homoserine dehydrogenase chloroplastic-like isoform x2,,,,,,
,TR37975|c5_g2_i4,GO:0034062,dna-directed rna polymerase chloroplastic,,,,,,
,TR37975|c5_g2_i4,GO:0003676,dna-directed rna polymerase chloroplastic,,,,,,
,TR37975|c5_g2_i4,GO:0034645,dna-directed rna polymerase chloroplastic,,,,,,
,TR37975|c5_g2_i4,GO:0009536,dna-directed rna polymerase chloroplastic,,,,,,
,TR37978|c0_g2_i4,GO:0016882,uncharacterized protein loc100259784,,,,,,
,TR37978|c0_g2_i4,GO:0032550,uncharacterized protein loc100259784,,,,,,
,TR37978|c0_g2_i4,GO:0043231,uncharacterized protein loc100259784,,,,,,
,TR37978|c0_g2_i4,GO:0006305,uncharacterized protein loc100259784,,,,,,
,TR37978|c0_g2_i4,GO:0046872,uncharacterized protein loc100259784,,,,,,
,TR37978|c0_g2_i4,GO:0051052,uncharacterized protein loc100259784,,,,,,
,TR37978|c0_g2_i4,GO:0008483,uncharacterized protein loc100259784,,,,,,
,TR37978|c0_g2_i4,GO:0043168,uncharacterized protein loc100259784,,,,,,
,TR37978|c0_g2_i4,GO:0006768,uncharacterized protein loc100259784,,,,,,
,TR37978|c0_g2_i4,GO:0034968,uncharacterized protein loc100259784,,,,,,
,TR38016|c4_g1_i3,GO:0046914,zinc finger,,,,,,
,TR38016|c4_g1_i3,GO:0016409,zinc finger,,,,,,
,TR38016|c4_g1_i3,GO:0044425,zinc finger,,,,,,
RNA mod,TR38048|c1_g1_i1,GO:0009451,probable protein arginine n-methyltransferase 3,,,,,,
,TR38048|c1_g1_i1,GO:0043169,probable protein arginine n-methyltransferase 3,,,,,,
,TR38048|c1_g1_i1,GO:0016741,probable protein arginine n-methyltransferase 3,,,,,,
,TR38048|c1_g1_i1,GO:0006606,probable protein arginine n-methyltransferase 3,,,,,,
,TR38048|c1_g1_i1,GO:0008213,probable protein arginine n-methyltransferase 3,,,,,,
,TR38048|c1_g1_i1,GO:0006221,probable protein arginine n-methyltransferase 3,,,,,,
,TR38048|c1_g1_i1,GO:0044444,probable protein arginine n-methyltransferase 3,,,,,,
,TR38048|c1_g1_i1,GO:0006997,probable protein arginine n-methyltransferase 3,,,,,,
,TR38048|c1_g1_i1,GO:0003006,probable protein arginine n-methyltransferase 3,,,,,,
,TR38078|c5_g6_i4,GO:0044710,probable mannitol dehydrogenase,,,,,,
,TR38078|c5_g6_i4,GO:0003824,probable mannitol dehydrogenase,,,,,,
,TR38078|c5_g6_i4,GO:0046914,probable mannitol dehydrogenase,,,,,,
,TR38086|c2_g6_i1,GO:0006631,enoyl-acp reductase 1 family protein,,,,,,
,TR38106|c8_g2_i1,GO:0005515,bhlh-like dna binding protein,,,,,,
,TR38171|c7_g1_i3,GO:0044765,sugar transporter erd6-like 5,,,,,,
,TR38171|c7_g1_i3,GO:0044425,sugar transporter erd6-like 5,,,,,,
,TR38171|c7_g1_i3,GO:0044763,sugar transporter erd6-like 5,,,,,,
,TR38171|c7_g1_i3,GO:0022857,sugar transporter erd6-like 5,,,,,,
RNA mod,TR38176|c1_g1_i1,GO:0002097,trna uridine 5-carboxymethylaminomethyl modification enzyme -like,,,,,,
,TR38176|c1_g1_i1,GO:0000166,trna uridine 5-carboxymethylaminomethyl modification enzyme -like,,,,,,
,TR38193|c2_g3_i1,GO:0005875,125 kda kinesin-related,,,,,,
,TR38193|c2_g3_i1,GO:0015631,125 kda kinesin-related,,,,,,
,TR38193|c2_g3_i1,GO:0007017,125 kda kinesin-related,,,,,,
,TR38193|c2_g3_i1,GO:0003774,125 kda kinesin-related,,,,,,
,TR38193|c2_g3_i1,GO:0032550,125 kda kinesin-related,,,,,,
,TR38202|c3_g1_i2,GO:0005488,protein always early 2 isoform x1,,,,,,
,TR38202|c3_g1_i2,GO:0009987,protein always early 2 isoform x1,,,,,,
,TR38207|c4_g2_i1,GO:0016407,upf0202 protein at1g10490,,,,,,
,TR38225|c3_g2_i6,GO:0019538,uncharacterized protein loc101307458,,,,,,
,TR38225|c3_g2_i6,GO:0004180,uncharacterized protein loc101307458,,,,,,
,TR38232|c5_g1_i1,GO:0032550,aaa-type atpase family protein,,,,,,
,TR38273|c5_g2_i3,GO:0034645,elongation factor 1-gamma-like,,,,,,
,TR38273|c5_g2_i3,GO:0008135,elongation factor 1-gamma-like,,,,,,
,TR38322|c1_g1_i8,GO:0044710,hexose carrier protein hex6-like,,,,,,
,TR38322|c1_g1_i8,GO:0015291,hexose carrier protein hex6-like,,,,,,
,TR38322|c1_g1_i8,GO:0016628,hexose carrier protein hex6-like,,,,,,
,TR38322|c1_g1_i8,GO:0044765,hexose carrier protein hex6-like,,,,,,
,TR38322|c1_g1_i8,GO:0044425,hexose carrier protein hex6-like,,,,,,
,TR38322|c1_g1_i8,GO:0044763,hexose carrier protein hex6-like,,,,,,
,TR38332|c3_g1_i1,GO:0019538,subtilase family protein isoform 1,,,,,,
,TR38332|c3_g1_i1,GO:0004175,subtilase family protein isoform 1,,,,,,
,TR38338|c9_g1_i1,GO:0043231,nucleolar protein 10,,,,,,
,TR38338|c9_g1_i1,GO:0009553,nucleolar protein 10,,,,,,
,TR38338|c9_g1_i1,GO:0043232,nucleolar protein 10,,,,,,
,TR38338|c9_g1_i1,GO:0006405,nucleolar protein 10,,,,,,
,TR38338|c9_g1_i1,GO:0006997,nucleolar protein 10,,,,,,
,TR38338|c9_g1_i1,GO:0003006,nucleolar protein 10,,,,,,
,TR38338|c9_g1_i1,GO:0006886,nucleolar protein 10,,,,,,
Ribpr cpx,TR38339|c0_g1_i2,GO:0034645,40s ribosomal s26-like protein,,,,,,
,TR38339|c0_g1_i2,GO:0030529,40s ribosomal s26-like protein,,,,,,
,TR38339|c0_g1_i2,GO:0005198,40s ribosomal s26-like protein,,,,,,
,TR38359|c2_g1_i4,GO:0051234,protein brittle-1,,,,,,
,TR38359|c2_g1_i4,GO:0016020,protein brittle-1,,,,,,
,TR38381|c1_g1_i1,GO:0016757,udp-glycosyltransferase superfamily,,,,,,
RNA mod,TR38404|c6_g1_i1,GO:0051603,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0009888,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0009536,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0032550,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0009639,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0000338,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0010467,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0003006,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0016571,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0048580,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0006886,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0045088,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0006006,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0006997,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0043232,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0004003,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0009451,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0007049,ruvb-like protein 1,,,,,,
,TR38404|c6_g1_i1,GO:0032392,ruvb-like protein 1,,,,,,
,TR38436|c3_g2_i2,GO:0005488,di-glucose binding protein with kinesin motor domain,,,,,,
,TR38482|c5_g2_i2,GO:0008170,phosphoethanolamine n-,,,,,,
,TR38482|c5_g2_i2,GO:0046165,phosphoethanolamine n-,,,,,,
Gen/sile,TR38503|c5_g1_i4,GO:0009653,morc family cw-type zinc finger protein 3-like isoform x2,,,,,,
,TR38503|c5_g1_i4,GO:0007389,morc family cw-type zinc finger protein 3-like isoform x2,,,,,,
,TR38503|c5_g1_i4,GO:0006796,morc family cw-type zinc finger protein 3-like isoform x2,,,,,,
,TR38503|c5_g1_i4,GO:0006342,morc family cw-type zinc finger protein 3-like isoform x2,,,,,,
,TR38503|c5_g1_i4,GO:0006996,morc family cw-type zinc finger protein 3-like isoform x2,,,,,,
,TR38503|c5_g1_i4,GO:0044710,morc family cw-type zinc finger protein 3-like isoform x2,,,,,,
,TR38503|c5_g1_i4,GO:0007059,morc family cw-type zinc finger protein 3-like isoform x2,,,,,,
,TR38503|c5_g1_i4,GO:0003824,morc family cw-type zinc finger protein 3-like isoform x2,,,,,,
,TR38508|c2_g1_i2,GO:0006412,protein argonaute 2-like,,,,,,
,TR38508|c2_g1_i2,GO:0008135,protein argonaute 2-like,,,,,,
,TR38551|c0_g2_i1,GO:0006457,tcp-1 cpn60 chaperonin family protein isoform 1,,,,,,
,TR38551|c0_g2_i1,GO:0032550,tcp-1 cpn60 chaperonin family protein isoform 1,,,,,,
,TR38551|c0_g2_i1,GO:0044424,tcp-1 cpn60 chaperonin family protein isoform 1,,,,,,
RNA mod,TR38572|c4_g2_i4,GO:0051603,t-complex protein 1 alpha subunit,,,,,,
,TR38572|c4_g2_i4,GO:0032550,t-complex protein 1 alpha subunit,,,,,,
,TR38572|c4_g2_i4,GO:0005515,t-complex protein 1 alpha subunit,,,,,,
,TR38572|c4_g2_i4,GO:0009639,t-complex protein 1 alpha subunit,,,,,,
,TR38572|c4_g2_i4,GO:0000338,t-complex protein 1 alpha subunit,,,,,,
,TR38572|c4_g2_i4,GO:0016571,t-complex protein 1 alpha subunit,,,,,,
,TR38572|c4_g2_i4,GO:0048580,t-complex protein 1 alpha subunit,,,,,,
,TR38572|c4_g2_i4,GO:0006006,t-complex protein 1 alpha subunit,,,,,,
,TR38572|c4_g2_i4,GO:0009451,t-complex protein 1 alpha subunit,,,,,,
,TR38572|c4_g2_i4,GO:0044444,t-complex protein 1 alpha subunit,,,,,,
,TR38572|c4_g2_i4,GO:0006221,t-complex protein 1 alpha subunit,,,,,,
,TR38652|c1_g1_i1,GO:0015291,protein transparent testa 12-like,,,,,,
,TR38652|c1_g1_i1,GO:0044425,protein transparent testa 12-like,,,,,,
,TR38652|c1_g1_i1,GO:0015893,protein transparent testa 12-like,,,,,,
,TR38652|c1_g1_i1,GO:0044763,protein transparent testa 12-like,,,,,,
,TR38678|c9_g2_i8,GO:0044763,dna repair protein reca,,,,,,
,TR38678|c9_g2_i8,GO:1901363,dna repair protein reca,,,,,,
,TR38678|c9_g2_i8,GO:0006259,dna repair protein reca,,,,,,
,TR38678|c9_g2_i8,GO:0097159,dna repair protein reca,,,,,,
,TR38678|c9_g2_i8,GO:0033554,dna repair protein reca,,,,,,
,TR38753|c7_g2_i5,GO:0006633,linoleate 13s-lipoxygenase 2- chloroplastic-like,,,,,,
,TR38753|c7_g2_i5,GO:0046914,linoleate 13s-lipoxygenase 2- chloroplastic-like,,,,,,
,TR38753|c7_g2_i5,GO:0016702,linoleate 13s-lipoxygenase 2- chloroplastic-like,,,,,,
,TR38770|c0_g1_i1,GO:0006796,receptor protein,,,,,,
,TR38770|c0_g1_i1,GO:0006464,receptor protein,,,,,,
,TR38770|c0_g1_i1,GO:0004672,receptor protein,,,,,,
,TR38770|c0_g1_i1,GO:0016628,receptor protein,,,,,,
,TR38770|c0_g1_i1,GO:0044710,receptor protein,,,,,,
,TR38770|c0_g1_i1,GO:0044425,receptor protein,,,,,,
,TR38770|c0_g1_i1,GO:0032550,receptor protein,,,,,,
,TR38773|c4_g1_i1,GO:0016070,rna-dependent rna polymerase,,,,,,
,TR38773|c4_g1_i1,GO:0016740,rna-dependent rna polymerase,,,,,,
ribpr cpx bg,TR38794|c1_g2_i1,GO:0008135,eukaryotic translation initiation factor 3 subunit d-like,,,,,,
,TR38794|c1_g2_i1,GO:0043234,eukaryotic translation initiation factor 3 subunit d-like,,,,,,
,TR38794|c1_g2_i1,GO:0070993,eukaryotic translation initiation factor 3 subunit d-like,,,,,,
,TR38794|c1_g2_i1,GO:0006417,eukaryotic translation initiation factor 3 subunit d-like,,,,,,
,TR38794|c1_g2_i1,GO:0022618,eukaryotic translation initiation factor 3 subunit d-like,,,,,,
Gen/sile,TR38796|c4_g1_i1,GO:0045087,uncharacterized protein isoform 1,,,,,,
,TR38796|c4_g1_i1,GO:0009799,uncharacterized protein isoform 1,,,,,,
,"TR37185|c6_g1_i1, TR31901|c0_g1_i1, TR36131|c0_g1_i1, TR24169|c0_g1_i1, TR32513|c1_g1_i1, TR34994|c5_g1_i1, TR34862|c3_g1_i1, TR26541|c0_g1_i2, TR35569|c1_g2_i1, TR38503|c5_g1_i4, TR38796|c4_g1_i1, TR34958|c2_g2_i3, TR13839|c0_g1_i2, TR26271|c0_g1_i1, TR30566|c0_g1_i5, TR34241|c4_g1_i1",GO:0009791,uncharacterized protein isoform 1,,,,,,
,TR38796|c4_g1_i1,GO:0030422,uncharacterized protein isoform 1,,,,,,
,TR38796|c4_g1_i1,GO:0007154,uncharacterized protein isoform 1,,,,,,
,TR38899|c3_g1_i12,GO:0008320,translocon at the outer envelope membrane of chloroplasts 75-iii,,,,,,
,TR38899|c3_g1_i12,GO:0016020,translocon at the outer envelope membrane of chloroplasts 75-iii,,,,,,
,TR38899|c3_g1_i12,GO:0015031,translocon at the outer envelope membrane of chloroplasts 75-iii,,,,,,
,TR38903|c3_g1_i1,GO:0019866,prohibitin 3 isoform 1,,,,,,
,TR38903|c3_g1_i1,GO:0044425,prohibitin 3 isoform 1,,,,,,
,TR38903|c3_g1_i1,GO:0043231,prohibitin 3 isoform 1,,,,,,
,TR38924|c2_g2_i1,GO:0004175,subtilisin-like protease,,,,,,
,TR38924|c2_g2_i1,GO:0019538,subtilisin-like protease,,,,,,
,TR38924|c2_g2_i1,GO:0005515,subtilisin-like protease,,,,,,
